SeedDensity,PlantDensity,Run,pEscape,timeEscape,pExtinct,timeExtinct,pRWplant,timeRWplant,pRRplant,timeRRplant
160,2,89,0.424,0.188286375305042,0.576,1.95474267807641,1,14.2230215827338,1,1.66666666666667
160,2,90,0.432,0.191804265838431,0.568,1.91825223435948,1,14.3104265402844,1,1.23076923076923
160,2,91,0.441,0.183310620226286,0.559,1.87607299298749,1,13.3064516129032,1,1.22222222222222
160,2,92,0.462,0.191455646055843,0.538,1.76156044084203,1,13.3024282560706,1,1.5
160,2,93,0.43,0.211041739295788,0.57,1.85337485821943,1,15.7511848341232,1,1.44444444444444
160,2,94,0.453,0.225335150381897,0.547,1.75882733429724,1,16.0610859728507,1,1
160,2,95,0.437,0.205083510284284,0.563,1.79166901951927,1,15.1694117647059,1,1.8
160,2,96,0.434,0.182169682755998,0.566,1.78805430875533,1,13.5616113744076,1,2
160,2,97,0.419,0.201502234335879,0.581,1.8349117441132,1,15.5158924205379,1,1.2
160,2,98,0.424,0.184324786866542,0.576,1.76791248860529,1,13.9759036144578,1,1.58333333333333
160,2,99,0.425,0.207397077932368,0.575,1.77434370771313,1,15.6995192307692,1,1.4
160,2,100,0.45,0.220391088010649,0.55,1.65924073246985,1,15.7013574660633,1,1.66666666666667
200,2.5,1,0.477,0.214559629829176,0.523,1.58068780705672,1,14.5680345572354,1,1.6875
